,user_name,reviews_title,user_reviews,rank
900,payre74," Game changer
","Am I just getting old or was all of it painfully predictable? I believe only teenagers get excited with this show. It was extremely boring and I was able to tell what was coming next, apart from the type of games played. If I were Korean I would probably get that too. And what a cliché for the PIN card number!! I said it out loud before showing up on screen. Sorry but I don't see the hype with this. Not good enough.",3
901,Ben_Schwartz_," Binge Worthy
","Had me hooked. A very compelling story well written and acted, but please provide more accurate and consistent subtitles- surely this should not be a difficult task?",1
902,jentaulbee," Boring
",NAN,5
903,travismancour," Is this the start of the Death Game popularity?
","So good I can't even describe it , story acting everything is soooooo goooood !",9
904,ehsan_irana," Copy of Saw + Hostel
","I have to agree that the VIPs were the worst part of this show lol
Even watching the show in Korean, you think they dubbed the VIP voices. Luckily for us they don't show their faces lol.",9
905,arjunkhatri," Well made, well explained worth every second of your time
",NAN,5
906,jbruce-39552," Episode 7 jumped the shark
",Nostalgia. Reminded me of the 90s where I went through a phase of buying or renting every VHS tape that had a tartan label. From there I couldn't sleep for a while! This show is very good and will hook you in. However like other reviews it is slightly ruined by the cheezy B list VIP actors! It's like they ran out of actors late in the season and grabbed a few guys from a bar! Please take note of this for the next installment as it's an entertaining show.,10
907,parhamardast," an other overrated
","Squid game serie was shot in a perfect angles, not even a single frame was shot in a noticeable error, direction was marvelous, casting is well selected, and yes i really loved the vip's characters, what do you want a serious straight personalities? Who is going to watch this games must be sick, pervert, unbalanced and full of sins.. So please stop
reviewing based on personal imagination. 9/10 first Korean serie ever watched.",5
908,tanwarmanjeetsingh," Awesome
","This is a horrible show. The idea could have merit but the extremes on everything from the over acting, language, bad translation, script, over the top on blood and gore made trying to watch painful. I have also heard a lot of kids are watching this - it is definitely not a family friendly show.",10
909,drrahma_refaat," Best Series I have Ever watched my whole life.
",Acting is good no doubt but this thing will make you selfish and voilent . The man who wrote this story should be punished for writing such a plot . Human life exploitation at it's best .,4
910,colinholmes-61171," Rubbish
","I watched most of the series the back stories of the main characters were interesting. Some of the games, such as ""Red light, green light"" were, for me, way too violent and the violence way, way too graphic. I wish the series would have in some way revealed who the organizers of the ""games"" were and what purpose they had in staging the games, other than offering people in deep financial trouble a way to pay their debts. I wish the creators of the series would depicted the violence a little less graphic and disturbing. Maybe leaving the consequences of losing a gaming to the viewers' imagination. Violence and bloodletting aside, the series was good in a dark way. I can't say that I ""enjoyed"" the series, it was, however, interesting and a bit fascinating. The overall story I give it a 9 out 10, for the graphic violence a 4 out 10 too disturbing for my taste.",7
911,contactjasonkohl," Perfect Amount of class and Gore
","I just dont understand the point ...ok, great show
but when you finish, you will just be in shock asking ..but why ?It's certainly not a fun show to watch an laugh ...not sending any message for society or being good wins after all
the lead character is great actor... and all other character were so fit.But really ...why this is no.1 watched in the world right now ?",9
912,ftzfatema," Squid Game
",NAN,10
913,rishijaiswalsmart," BRILLIANT Web Series To Watch in 2021
","It is a fantastic thriller series. First episode itself set the tone of the series and throughout the series I didn't have a dull moment. Now, I am eagerly waiting for its sequel.",10
914,amplicqu," A creepy, horrer/sci-fi thriller
",Korean Actors are great. Every character played their role in excellence. Till episode 6 it's great. Later it's foolish.. showing capitalists people in stupid roles later on.. the Makers have some agenda in their mind.. Another Classic Series.. Ruined in later half..,10
915,dctatjer," Completely overhyped
","This is just Salo of 2021, this isnt first time we see sickness like this. Vips are fascists. Over all this is show about sad people and it really make u think!",7
916,vevelinka," I am sorry that this exists
",NAN,6
917,gagegray-35480," Decent
",NAN,1
918,ostborgdaniel," Great show, But why did they do him like that?!
",..... The heck.... Did I just watch?Very interesting show. Extremely violent so if you're not into that type of thing I would not recommend!,8
919,jerseychick-48285," This series was great!!!
","Too many loose ends, ridiculous ending, not even B-level acting from the VIPs (special characters that show up later).Why colour your hair red? C'mon.",10
920,moseslhpa," VIPS are super cringy
",It's just paradoxically unbelievable how many people give this perverse show high points and praise it for being well done! And that it has become that popular just after only several weeks!,7
921,Syncroniam," #1 show, hands down...
","We go through all the emotions in front of this series.One of the best show ever made, Netflix or otherwise.",10
922,raymondzesa-38659," Great start awefull end
",NAN,3
923,Alex_16July," Brilliant series
",Very unique storyline that entertain you each of episode and very much engaging. Each game that are featured is simple yet thrilling. You don't want to miss this one.,7
924,kowstoff," Predictable plot, and not original.
",Seen this story line a few times before. Pretty average to me. Reminds me of saw x hunger games. Didn't like the ending one bit and I'm failing to see what the moral of the story is. Definitely watchable and I did enjoy it just felt a little underwhelmed and disappointed at the end. I would love to see a US remake of this.,9
925,mdhatmustafa-92765," It was great... Until....
",So much to say about this incredible show! U hate him then u love him the main character gi hun is so complex all the characters are really. Their acting was amazing. I haven't seen that many Korean movies being from the US! But I love how u can read how they feel what their saying by their body language and tone. That is real acting. Love them. So many savage shocking and emotional moments! Whoever made this show u are a genius and deserve all the hype! I really dont understand the low ratings on here they are all lying to be cool bc this show is one of the most creative and brutal show I've seen in a long time. You guys did great job seriously and I hope there's a season 2 ! My fav characters are ali for obvious reasons ! And the bully. Those 2 actors did such a good job at really portraying the character! Watch this show!,9
926,rohanghalwadkar," Depressing Masterpiece
","Wtf was the vip acting, i cringed so hard. Rest of the movie was amazing.",1
927,roodysader-75853," Great series but the vip !!!!
","If you like internet execution videos, this is for you. This show stands for the unemphatic dulled mindset of many nowadays. I really don't understand the rating and hype around this trash.",2
928,yoshiduyen," Worthy binge!
",NAN,1
929,sonjanovak," I haven't slept, couldn't stop watching!
","Pointless. All these people think they will be the last one? None of it makes any sense if you're looking for any rationale for rational for even the short scenes. No tension here. The characters are all so stupid, you actually like when they get shot. Complete stupidity.",9
930,rezakazemi2," NWO
","My title says it all. I suggest not to waste time on this overrated,overhyped cinematic garbage. I don't understand how this show became No.1 on Netflix. Many better shows are there on Netflix.Parasite,old boy are (2^256)^1000 times better than this trash.",1
931,BrokenDarkness," Great idea, bad execution
","I have never seen a ""last man standing gets the money"" movie/series that pulled me in as much as this did. I was at the edge of my seat the entire time. (Not just because I had to read the subtitles) the raw emotion and human spirit that was shown throughout, and especially at the very end by the main character, was emotionally moving, to say the least. The mental and emotional damage shown by the players towards throughout felt so genuine. You found yourself cheering for the characters, only to be hit by the gravity of what is to happen after. They say money doesn't buy happiness, I disagree to an extent. Money would solve all of my depression right now. I have a happy marriage with a lovely wife, a beautiful son, and a decent house. However, we are so in debt due to NICU bills and other debts, and are about to lose our home. I have been thrown so low to the point of some of these characters, and I could relate to them. Would I be a part of Squid Game? Definitely not. I have too much to lose. Beautiful, yet sobering series.",5
932,juneb-20898," Nonsense series
","Not often do I watch foreign films but sometimes there is a jem. This is one for sure. .Do yourself a favor dont dub it in with your language, hear and feel the real actor, his or her voice and emotions. The subtitles will come easily after the first 15 mins.. . I found the acting great..just ignore the VIPS part lol..that passes fairly quickly anyway..otherwise some you may become fond of, it causes emotions to rise and fall, there is mystery, suspense, some comedy, but mostly it holds you on the edge to what will be next. Who is who..and so forth. I enjoyed so much I went on the hunt for another Korean show..im now enjoying (not as good as Squid in my eyes)Sweet Home. Highly recommend Squid.",8
933,bharatatigerian," Deep meaning show with a lot of foreshadowing
","As usual, imdb users have poor taste...squid games is one of the most boring series i've ever watched, too predictable....after the first killings in the first episofe, there is really nothing more to see...the worst part about it is that the protagonist is a freaking idiot.",8
934,himanijune," Very addictive, Different and amazing series!!
",Been waiting for such a show with that much suspense.I loved movies that had similar storylines like Would you Rather & Saw.This is the cream of the crop.I am waiting for the sequel. I would hope for the games to be more complex though.,5
935,iancestralpubg," a kaiji inspired film but not that bad
","If you are familiar wth 90s 20s movies, you probably watched not exactly but similar scripts in your life. But still it has nice twists. I have to underline the costume design especially masks. The masks were great but the Fromtman's mask is a-ma-zing! It looks neutral and wierd as emotionless mask of Joey Jordison if not better! Using gaming console button signs as ranking in whole script was also a nice touch.Finally i came here to mention the horrible acting of the VIPs and looks like I am not alone! If i was one of them I would ask my part to be removed after watching others in episode gganbu for example. Their acting is a documented proof that you cant hide bad acting behind a mask. If they didnt had a peak on their collegues performance during the shooting, they can watch Edward Norton in Kingdom of Heaven at least. It is a free lecture...",9
936,nikku-86236," Binge watch worthy and gripping from ep 1
",So many twists and turns this show keeps you guessing every episode! It's an amazing show all the way through. Definitely deserves it's spot amongst the Netflix top 10.,8
937,einsamer_boy," Totally exaggerated ratings.
",I only started watching this show after hearing / reading how good it supposedly is and I made it to episode 4 and gave up. I really didn't enjoy this at all and found it silly and boring. I won't be watching any more of it.,9
938,sanfordchee," Childhood games with a deadly twist
",NAN,9
939,sperare-30224," How did his phone not run out of battery?.....
","I watched this and thought, ohmigoshhh can this writer/director just keep going and going forever??? We need so much more in film and TV like this. Brilliant storytelling, cinematography, editing, everything. Bravo!!!!!!!",9
940,hannaplokker," Best show i have seen in a while
",NAN,10
941,zippo8," NO ARTISTIC INTEGRITY SO LOSES ALL POINTS
","It's decent but does it justify the hype? I'm not too sure. I have found Korean shows/movies (Squid games, Parasite) to be slightly overhyped for some reasons. They are different and creative, for sure. Well done to Netflix's marketing team.",9
942,fruktoosi," Worst series I've seen in a loooong long time
",NAN,7
943,swtnria," Sick and tiring
",It's worth a watch but the VIPs were terrible in acting.,1
944,lulumary123," An insightful, heartbreaking exploration of the savagery of capitalism
",NAN,5
945,smittysays123," How is this rated so high? It's horrible
","This series is a purely television masterpiece, as it presented us with a new and completely unrepetitive idea and this is what made us enjoy in every episode because we see things that we are not used to seeing much, in addition to that it discussed many important issues such as the accumulation of debts on humans, as well as equality between Individuals and other issues. And in the end I put it back again This work is a purely television masterpiece.",6
946,saieash," Overrated and overhyped
","The show is surprisingly good, but you need to watch it in Korean. The end is really bad, is a perfect show to discover Korean films/shows but the end is trash.",3
947,cedrix-23," Good But ...
","First the VIP acting was hilariousSecond Netflix typical this show does not end after one season (at least it's clearly implied), even tho it clearly should or could have ended. I can't stand it when great concepts are ruined like that!",9
948,askfxxx," VI-POS
","I'm not certain how this show got so much hype, maybe there's money involved? The plot is predictable and not a very good plot at that. The dubbing is out of sync, I found it all very painful. I revisited it twice but never got further than the first twenty minutes. I question the comment on Netflix ""'Squid Game' is Netflix's most-watched show ever"" with why? No stars and would give it a minus if I could.",6
949,adam-mark-johnson," VIP Casting And Script Ruins The Show
","..but entertained from the very beginning until end of season 1.Interesting story, great act (except of the crazy woman and the VIP's - really annoying)
However I've enjoyed each episode!",9
950,eleni5," Hard harsh Horrific great movie
",NAN,10
951,Ctherra," Was Stephen King first?
","First of all loved the acting of everyone..Show is full of suspense,action,Thrill..They could have made it more awesome but I'm not gonna complain like others cz it's awesome..Really loved it And enjoyed it..Want more season of squid game.",7
952,Whatsit56," One of the best written shows of all time
","Great acting, heart and soul, lots of action and hard decision making. A tad slow at first, but after ep 2, I couldn't look away. At times I wanted to but I just couldn't. Definitely recommend.",7
953,marcy_surla," Nice!
","It's a survival webseries. It is gripping to watch. You cud predict some plots but still it is interesting and keep you hooked.Definitely worth a watch. Picturisation is good, direction too.",8
954,ejaysam," A refreshing mixture of many genres to form a brand new standard!
",NAN,10
955,xiaoxiao2007," Just amazing, I like these kind of movies in Korea
",I'm so boreddddd. I'm on ep 3 or 4 and there's Only been one game what the heck? Lol. Hunger games was more riveting.,6
956,shwetabrao," BINGEWORTHY !!
","I knew who is who by the 3-4. Episode, but good characters and story. Exciting, thrilling, brutal, sensitive.",10
957,masta_maze," OK and entertaining but not worth the hype
","Must watch. In my personal opinion this is one of the best series I have watched. It takes you breathless from start to the end. Every episode is a trill and enjoyment. I wish american series are like this, but unfortunately most of them these days try to milk it to the end and spoil everything they make. I am so glad that someone actually rise above Hollywood. It was about time !!!",9
958,driverinteractive_st," The bar continues to sink for the easily amused
","Damn it's so good. But it's not the best 😕
I loved 067 and her friend most
cuz they're cute 😍
and it contains a lot of violence so its not recommended for family.",10
959,Erikvsn2," It's worth a watch
",Acting is horrible and you can fast forward through half of it and still understand what's going on. Some of the games are interesting. Some take forever for no reason.,7
960,chakibovic7," Overrated
",And wasn't disappointed. It was actually good!!!! I wasn't going to watch it because everyone was making a big fuss about it. But I gave in and binge watch it! And it was really good! I'm surprised.,7
961,memnoch-13269," Nice ideas, but ...
","Idk why there is so much hype about this series. There is only thrill in one episode where they have to cross bridge made of glass. Thats it. No any thrill , slept 3 times between episode 1-4.. restarted again and finished after 4th attempts.",10
962,jpkaramanolis," At last something refreshing!
",I just imagined this type of game in my mind only but never thought it will become real in series. And this series plays so much with our feelings for example - we want both players alive but one has to die and it hurts so much. I loved and enjoyed this series so much but the last three episodes were hurtful. And VIPs ruined it because of what shitty acting had done the VIPs. I am happy with the ending because Season 2 of Squid games will be coming soon next year.,9
963,jcmoreno-07443," It´s good?Yes.Fantastic?Maybe not.
","Children games were taken to next level. Emotions, actions, drama was properly managed and portrayed. It is full of twists and turns. The writer has truly written the story with efforts.",9
964,ashleigh_samantha_hayles," So close to a 10! LOTS OF SPOILERS!
","Wow
It's a beautiful series, i think that there were nothig like that on netflix for a long time.I think that is in with korean style, strange, twisted and psychological ahah.Maybe some scenes is a little bit predictable but i really loved this serie, i trully suggest it!!",5
965,vickysantamaria," So Good!
","The best way to describe this show is the feel of black mirror and the politics of parasite. I loved every second of this show from the characters,plot to the games,although I loved this show but please don't make a season 2 make this a one time thing it ended great and I feel like a season 2 would just drag the premise. Don't fall into the trap of other shows where the first season was brilliant but the later seasons were downgraded in quality.",1
966,daniel-65836," Strong start, poor finish
",NAN,8
967,channellius," Strong start and middle but...
",Only reason it doesn't get a 10 is the V. I. P. Episodes. They were HORRIBLE!,10
968,brennon_goodwin," Big Surprise hit of 2021
","Forget about people complaining about the acting of the VIP characters, the acting overall was bad. It was distracting, took you out of the scene and was unintentionally humorous.I didn't care much for the characters. I wasn't interest in them. They obviously wanted you to care about the old man but frankly I found him annoying and was hoping he would die and get off the screen ASAP.One of the big ""reveals"" you can see coming a mile away. The other, you likely won't see coming but I didn't care much when it happened.I wouldn't have made it through the series if I didn't fast forward and skip boring parts... and there were quite a few.",1
969,herakc," Engaging and Original
",Honestly I'm good reviewer.. this series is great go and watch.,9
970,webrover-31400," Don't give in to the hype
",NAN,4
971,mehdiscott," Amazing
",NAN,1
972,jackelms," Probably the best Netflix show 😳
",Unexplainable Classic one. And one of the best from Korea.,5
973,somrajc-18636," Best Netflix series in last 5 years
",NAN,8
974,npijlman," Anticlimactic thrill ride
",NAN,6
975,juanicuesta," Good show but not the best on TV
","Watch one Episode you have seen it all.This is nothing special, and so predictable, definitive a no brainer nothing more.",9
976,stevewalt10654," For all the marbles
",What are people prepared to do for money and survival? A lot obviously.Our poor protagonist- a sympathetic middle aged man with No luck in life gets the chance to participate in some kind of game Where to lose means elimination and elimination means death. The show is cruel and twisted in Ways that are hard to imagine. The actors are good and i like the hero - that was the only reason i followed through the whole show. If it wern't for those things i had given it a below average rating. This was a sick show to say the least.,1
977,pizzagoodgogo," Awesome show. Wish it was 100% in Korean.
","Overall, it wasn't a bad show! It definitely has an interesting twist to classic children games from Korea. It also has many talented actors and actresses! Definitely worth the watch.",10
978,fayray-43736," Blood gore and social commentary
",NAN,8
979,katesolovyova," Everyone that I know is raving about Squid Games.
","Just about to start ep. 2. Just wanted to say some might be turned off at first but hang in there til about 45min into first episode, then it gets really interesting. Don't know if anyone else said this cuz I didn't want any accidental spoilers so didn't check any reviews first. Peace and happy flickin'.",10
980,fabster-41320," Totally overrated!
",So overrated.Watched in fast forward since it's full of soup for the soul long scenes.Seen much better ones with similar theme..,9
981,meessmeltekop," It's good but way overrated
",NAN,10
982,liamharro," Amazing
","A very slow series, there are many much better Korean series/ films if you want to watch foreign films. Just don't bother with this one - the acting is poor, the dubbing is awful, and the ending is an absolute mess!",5
983,gyutaxx," Hype Game...
","This show is almost perfect! The visuals, the sounds, the acting are simply outstanding. The characters and storyline have depth and make you feel disgusted, intrigued, charmed, touched, sad, outraged but also contemplative.I think the ending could have been much stronger, but overall it's an almost perfect show that I would recommend to anyone.",9
984,ssadonnelly-19106," I have a simple metric for rating a show good
",Very straight and boring nothing special to watch time wasting and i dont know what the f.... With ratings and reviews guys dont try this in your life...,8
985,bergchamp-36054," Don't Believe The Hype.
","I came into this with high hopes being a fan of Korean and Asian cinema and was not disappointed. I wouldn't honestly put this up there with Train To Busan - it had the same level of character development - you genuinely care what happens to these characters. It also has a battle royale meets would you rather meets hostel vibe. Just don't watch it dubbed, stick with the original Korean and subtitles.",7
986,s-29175," fully time waste predictable story if thia web was release on 2015 or 2016 then i must hail it
","One thing I was sure of, was that the Battle Royale genre was ridden with poor scripting and substandard acting, so I never did watch any of them. And having heard Squid Game being heaped together with Battle Royals I couldn't care less about, I begun watching with low expectations. And what a horribly pleasant surprise it was! You'll get character depth and story structures you wouldn't expect from the genre. Maybe it won't live up to the hype for Battle Royal aficionados, but for the casually curious ones, you need not to worry that this will be a waste of your time. I gave 10 out of 10 as Squid Game expands the survival horror genre in general, and obviously raises the bar for the sub genre of Battle Royals.",5
987,legendaryanurag," Don't watch if you dontl't have time
",How on earth this web series is good. No logic very poorly directed. Over hyped series. Better skip.,8
988,annabelfwatts," Korean Battle Royale vibes
",NAN,9
989,raffydibansa," Poor Choices
","No dull moments, a show where the interactions and scenes really matter. If you watch carefully and pay attention the the players numbers there is a ton of foreshadowing.The acting is great, and Gi-hun's character growth is astounding. The games range from brutal, to jarring, to gut wrenching, to jaw dropping. Fairly gruesome.Terrific ending, but I can't imagine season 2 living up to this. Really great show can't recommend enough.",3
990,islamsc1," What a drama!
","If you're on the fence, definitely give the show a try. I wasn't sure what to expect, but it's definitely in my ""all-time favorites"" now.It was a really good show until one of the episodes, which elevated the show to the next level and cemented its place on my all-time favorites list. I would have given the series a 10, but I was disappointed with the ending, which is why I lowered the score to a 9.Despite the ending, I consider it a must watch, or at the very least, a must try.",8
991,mertblackson," WHY? WHY PEOPLE LOVING THIS!!!!
","Render and promote the gambler mentality -1
Lack of logic driving the plot -1
Contrived -1colorful scene +1
music +1
multiline story telling +1
costume design +1
Character design +1
thriller +1.",2
992,paragkalothia," true story?
",NAN,7
993,beclo-47737," Great show
","Seriously, 10/10? A true thriller fan would find this painful to watch.",7
994,jessicadroselynn," Masterpiece!!
","It's interesting, haunting, with great acting and set design. But the ending was disappointing, there are major plot holes, it was too predictable and rushed after the 7th episode.",7
995,nwbw-92973," What a series !
","While some scenes were hard to watch.. this movie is jaw dropping, start to finish. I almost always can't seem to get into foreign films but Squid Game had me by my lady balls! It's uncomfortable yet staggeringly exciting. I feel almost guilty for saying that but it's a twist that I have never seen done within a movie. Hunger game, maze runner, none of those can compare. I want MORE!!!!",9
996,dilacrazy," Best netflix series
","Like a blend of 'Running Man' and 'Lord of the Flies' (books, not movies) with a helping of 'The Long Walk' thrown in for good measure.The character development is excellent.I'm no movie critic, but this deserves praise.",4
997,sajjadsherazi," I don't know what all the fuss is about
",NAN,7
998,dpickles-56507," Brilliant but Not Perfect
","How lame it is to copy the trade mark of one of the biggest tv shows. Even those who didn't watch la casa de papel, knows their red suit with the mask. And in 2021 to make a tv show copying the famous costum of an other show... even if it's an extremely well executed show, it is still really emberassing.",3
999,roissetiawan-29015," Interesting
","This series has everything and really captures what money does to people. It's shocking, moving and gripping all at the same time. Fantastic concept and all my grown up kids have watched it and we all loved it.",10
1000,vonipsc," Stupid idea for rich
","I really don't get why everybody's gushing over this piece of mediocrity. Honestly, it does not deserve the 8.6, and it does not deserve all the hype around it. There wasn't anything original or anything others hadn't done better before. I'd give it a 5/10, for being perfectly average if it stole only 2-3 hrs of my life rather than a whopping 9, but here we are. I kept watching in the hopes that something crazy was about to happen, right until the end, that justified all the craze, and was left disappointed when it finally ended. Give it a pass if you have anything slightly better than average to watch instead.",7
1001,westozcards," Completely over-rated.
","Keeping it short
Pros
1. Interesting initial episodes
2. Good cinematics (although some shots were too dark)Cons
1. Horrible soundtrack
2. Avg acting (in many cases overacting)
3. Multiple wasted side stories / appearances.",6
1002,be23zE," Great Fun but Don't Forget the Message
",NAN,8
1003,alrod312," Nothing wrong with the finale...
","For me the dubbing was a distraction, some of the voiceovers were awful.Certainly one of the most hyped shows of the year but despite a few exciting parts it was on the whole flat and lacking.",9
1004,BuzbBard," Do the backgrounds for each character matter? (NO)
",Don't waste your time on this pathetic series. You would be better off watching paint dry. Again Netflix produces more garbage entertainment. Gratuitous violence. Stupid plot. Unbearable acting.,1
1005,vincentvino," Better than expected
","Squid Game is a bit overrated for me. But its entertaining from the first to the last episode. The storytelling is very good and the ideas of the games are very nice. I liked it.But in comparison to other series there is missing something. I dont regret watching it, but i dont follow the hype.",2
1006,domjan82," Entertaining but overrated and overhyped
",NAN,6
1007,kiramh," Voice-over from Disney
",I enjoyed it but its not sooo good as people are trying to portrait it. I still preferred Alice in Boderland but both series are good and enjoyable.,7
1008,kiramh," Atrocious acting
",It's a lame ending to a good show. Kind of ruins it.,5
1009,kiramh," Take back my bad review
",NAN,4
1010,BloodyHellSunday," TO EVERYONE HATING ON THE VIPS
","Over the top acting, drawn out scenes and an awful ending. I watched the first two episodes and there was so much that could have been cut down. Ending up fast forwarding through the rest. Made sure to stop to watch all the contestants licking honeycomb for their life lol. Wouldn't recommend.",9
1011,joaomigpereira," Predictable
","The concept of the show is very unique and it was really interesting. But the show was really slow paced. So, if you don't have the patience you might even quit. Acting was good except the few VIPs whose acting were horrible. The show makes you emotional towards various characters.",6
1012,cptgorn," Subtitles need to be more accurate and consistent
",NAN,4
1013,aamirameenkhan," Worst Climax
",NAN,9
1014,Joey7034," Unbelievable!
","Soo, in 2021 you want to make a tv show that will be seen all over the world. And you can do anything, be really creative. BUT, you decide to steal the trade mark of one of the biggest netflix shows of all time.Even if you didn't see, la casa de papel. You know their red suit and mask.Why would you do that? Even if the show turns out to be amazing, it's so emberassing. They don't feel ashamed? It's a joke.",6
1015,bruno_vinicius1985," Interesting version of Hunger Games
","The idea of the show is interesting, but overall is really boring. I had to skip more than half of the show...
There are so weird things, like the actor who speaks with food in his mouth 20 minutes and he is not chewing the food. It's really disgusting.In general, the acting was really bad. Exagerated. Theatrical. I know that in asia this is kinda normal, but you can't take it seriously.And the most important thing. Why would you copy the famous trade mark of la casa de papel? They have almost the same jumpsuit, the guns and of course they have masks too. Embarrassing.Korean Hunger Games in La casa de papel costum. Copy-cat. ""Veeery creative"". Pathetic.",6
1016,yoav-moran," Shiny but empty
","I have just finished it watching and I have no words to describe it. Trust me when I say this , It is probably the best thing I have ever seen. Story, acting , casting , production everything is very apt and top notch. I can't believe how perfect of a show is this. It is extreme in every human nature they portrayed like when they want to show you hate , friendship, trust , action, backstabbing every emotion is of very extreme kind. It also teaches us that money is not everything. Those who have money and those who don't are sad in one way or the other & We should help others no matter what. I will give it 10 out 10. All hail to Korea for this treat. Love from India 🇮🇳",5
1017,krff," A disturbing emotional entertaining rollercoaster
",NAN,2
1018,z-moses-z," I really loved the vip's
","Taking childhood games and twisted them in a way that only a very sick mind would do,
So what if was done so perfectly, it steel not good,
And I'm not saying a words on what kids will say when they see it,
You can clap as much as you want, for me it is a big NO.",7
1019,NicoleCorrin," People are confused
","The Netflix subscription is $9 but the therapy you'll need after this show is priceless.To sum it up as briefly as possible, it's like a sundae made of scoops of Shawshank Redemption, The Purge, and the first Saw movie, with a little bit of Star Wars sprinkled on top.",9
1020,nahian-zapador," It will turn you cruel , selfish and violent !
","The symbolism behind this show is representative of The Dangerous Game and Eyes Wide Shut. Satanic billionaires that run all our world institutions bored with all they have desperate to feel any kind of emotion, which apparently comes from dehumanizing the masses and defiling the innocent.Those that find enjoyment are already lost to degeneracy. You are subconsciously being conditioned to accept this as normal. Pay attention.Is it a conspiracy theory if they are telling you what they are doing?",6
1021,postaldude1013," Good movie but violence a bit too graphic
","The plot makes almost zero logical sense, but the show itself was still enjoyable, even in a comical way. The characters are shallow and lack any realistic motivations, so it's hard to feel anything for the story. I thought it looked pretty nice though, and in general the pacing was decent.",9
1022,network-561-589522," How fast can desperate humans turn into murderers?
",A good thriller at the beginning and dragged with lot of emotional drama towards the end. Acting and characters role played well. Overall a good series to watch but not as per expectations as per the hype.,6
1023,malloh-e," yet another show to showcase the pure evil that is hidden in humans soul
","I found it amazing through and through. Very emotional, I felt horrible during every episode but I kept watching and found the suspense amazing. Well done.",10
1024,dwhitebread-888-13582," Stock characters, and predictable drama weaken a good social commentary
",To stupid to watch ! You can feel your brain cells dying !,8
1025,niteshkrsrivastava," A Master Piece
","The design of the scenes and games, except for VIPs, directing, writing, etc., was excellent. The characterizations were very well done and unlike some, I really liked the ending and I will not forget the excitement of the series.",1
1026,fadylove," Korean Actors nailed it.. outsiders spoiled it
","I put off watching this show for a long time, trying not to buy into the hype. To this day, I still don't understand what all the hype was about. This show was just as boring as it was slow and predictable. It's like watching 'The Hunger Games' meets 'Battle Royale' (which has 100x better storyline & character development than this) meets 'Saw' with a light dusting of 'The Purge' and 'Liar Game'.",1
1027,catherine_serbia," 120 days
",The director must be fond of Stanley Kubrick. Everything from the music (same as used in 2000: A Space Odyssey) to the masks (reminds me of Eyes Wide Shut.,1
1028,danibal555," Good show but fundamental flaw .. 3 people missing ;)
",Capitalist propaganda that has it's victims think it's anti-capitalist.Typical.,9
1029,acviper4," Good Thriller scenes , but way more predictable
","I usually find korean series dull and low quality with usually bad plots and acting but squid game is amazing and it exceeded my expectation and it surprised me being better than most new 2020s shows. The plot, acting (specially the main character) and it's musics are really good and satisfying and now I feel empty after finishing it, can't wait for season 2. The VIPs were so weird by the way all other actors were pretty good.",6
1030,aussybearoh7," What....
",Unfortunately I came across this show because someone else in my house was watching.... dog's crap!,10
1031,aliromario," Why is it so hyped?
",I ended binge watching this show. Edge of the seat series. Very layered.you will not be disappointed. One of the very best. Hope there is a season 2.,9
1032,kaplunv," A sadistic show about mass murdering, artistically produced
","I started watching this based on all hypes.Nothing came even close to creating a Hype.This is like some child show with very some brutal mentality expressed by creator.!And,
Editing, Direction is way below par...Guess worried about someone who loved this :)",3
1033,olajkarattila," Very recommended one time watch series
",It is a unique concept based series. Never seen such series ever before. Totally Mind-blowing. It is a masterpiece.Should watch it for sure.,10
1034,mrouttt," Brilliant
","A spectacular watch! Was on the edge of my seat the entire time, the show deals with human nature in a interesting, entertaining and most of all original way! Would recommend to anyone who hasn't seen it thrilling the whole way through.",8
1035,azadpeyma," Bad ending
","What a great series. How this got out on the back burning for so long astounds me. I'm so glad this finally got made and made it to our screens. Packed full of suspense, clever twists and edge of seat griping moments I highly recommend it.You get pulled into the actors characters from the get go and they all suit the part very well.I really hope they make a season 2.",10
1036,swarupcsc," Very entertaining and thrilling
","I started it with no boogers but it turned out to be amazing show. If you like Alice in borderland, you will like this for sure.",4
1037,juttlaj," Slightly above average
",NAN,3
1038,DramaBabe2930," Absolute masterpiece!!!
","Boring, predictable, sometimes ridiculous....
Managed to watched it all though, but still....
There are much better Series out there!Skip that one.",10
1039,iangbglass," Could have been a 10 without the vip acting
",NAN,9
1040,fdykn1337," Mindless violence
","Its really amazing drama/thriller serie. At the start,u just think its gonna be easy game and the people gonna have fun together,earn money together. But the thriller starts here and u just realised a lot of weird things. I dont like the end,its should be 1 season serie but I think producter wants another season too..we will wait and see,great serie. Greetings.",6
1041,theano-88700," Boring boring boring
","Incredible story and performances layered over a timely, universal theme about the dangerously increasing wealth gap. Excellent visuals (I imagine black/pink soldier costumes will be popular) and character development. May develop trust issues after watching.",6
1042,wmd-77361," Rediculous nonsense
","Really great show. Story driven and well acted. The VIPs are the reason for loss of a star, horrible acting by them. Otherwise, give in to the hype, I watched the whole thing in a weekend.",9
1043,Lokroep," Amazing show from Korea!
",I just came here to say that it worth every second.,7
1044,nishanp-93171," Good start,Bad ending
","Exciting, sensational, top series !!! More than expected. Amazingly thoughtful and inspired. All recommendations for fans of this genre!!It is watched in breath and each episode ends in anticipation of the next one being released immediately.",10
